"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"26","SE102","Nhập môn phát triển game","Introduction to Game Development","3","2","1","TU_CHON","","True","CNPM","Môn học giới thiệu cho Sinh viên những khái niệm, thông tin cơ bản trong ngành game và đi sâu vào kỹ thuật lập trình DirectX để xây dựng các game 2D đơn giản như Tetris, Battle City, Mario, Contras... Chương 1 giới thiệu tổng quan về ngành game. Chương 2 giới thiệu về kỹ thuật lập trình Windows dùng C++ và Windows SDK. Chương 3 giới thiệu kỹ thuật làm chuyển động và kỹ thuật lập trình DirectX cơ bản. Chương 4 cung cấp kỹ thuật làm việc với Sprite và xử lý thiết bị nhập. Chương 5 thảo luận về các kỹ thuật hỗ trợ khác như phép biến đổi, lập trình DirectSound, hiển thị chữ ... Chương 6 bàn luận về Game Engine và cách xây dựng một game engine đơn giản.","","","","IT001"
"987","SE115","Phát triển game với Unity","Game Development with Unity","3","2","1","TU_CHON","","True","CNPM","","","","","IT001
IT002"
"988","SE116","Phát triển kỹ năng lập trình game ứng dụng trong thực tế","Skill Development in Game Programming for Real Projects","4","3","1","TU_CHON","","True","CNPM","","","","",""
"27","SE114","Nhập môn ứng dụng di động","Mobile Application Overview","3","2","1","TU_CHON","","True","CNPM","Cung cấp cho sinh viên những kiến thức cơ bản về hệ thống nhúng, phần mềm nhúng, công cụ và môi trường phát triển ứng dụng trên các hệ thống nhúng, mạch số. Mục tiêu của môn học là giúp sinh viên tiếp cận việc thiết kế phần mềm cho các ứng dụng nhúng với một bộ vi xử lý đơn lẻ dựa trên các bộ vi điều khiển chuẩn nhỏ. Nâng cao kỹ năng thực thi các thiết kế ứng dụng nhúng sử dụng ngôn ngữ lập trình cấp cao.","","","","IT001
IT002"
"1051","SE360","Điện toán đám mây và phát triển ứng dụng hướng dịch vụ","Cloud Computing and Building Cloud-Native Applications","4","3","1","TU_CHON","","True","CNPM","","","","",""
"1052","SE361","Phát triển phần mềm theo kiến trúc Microservices","Microservices Software Development","4","3","1","TU_CHON","","True","CNPM","","","","","IT002
IT004"
"30","SE301","Phát triển phần mềm mã nguồn mở","Open Source Software Development","3","3","0","TU_CHON","","True","CNPM","Môn học giới thiệu tổng quan về sự phát triển của phần mềm mã nguồn mở, các khái niệm liên quan về bản quyền trong các phần mềm mã nguồn mở. Môn học cũng giới thiệu các phương pháp xây dựng phần mềm mã nguồn mở, ứng dụng SVN để xây dựng phần mềm mã nguồn mở.","","","","IT003
IT004
IT002
SE104
SE109
IT001"
"31","SE215","Giao tiếp người máy","Human-Computer Interaction","4","3","1","TU_CHON","","True","CNPM","Môn học cung cấp cho sinh viên các kiến thức, nguyên lý thiết kế tương tác, các phương pháp làm nguyên mẫu, đánh giá chất lượng giao diện, các nguyên tắc thiết kế nhận thức. Chương 1 giới thiệu các kiến thức tổng quan. Chương 2 đi vào phân tích vai trò, cách thức tương tác. Chương 3 giới thiệu một số quy trình. Chương 4 nói về cách thiết kế tập trung vào vai trò người dùng. Chương 5 là các mẫu thiết kế.","","","","SE104"
"32","SE113","Kiểm chứng phần mềm","Software Testing","4","3","1","TU_CHON","","True","CNPM","Môn học này trình bày về các kiến thức cơ bản về kiểm chức phần mềm và các kỹ thuật liên quan; và là học phần bắt buộc cho sinh viên công nghệ thông tin trong một học kỳ. Học phần được phân làm 4 phần: phần 1 là các khái niệm liên quan tới kiểm chứng phần mềm; phần 2 là các kĩ thuật kiểm chứng phần mềm; phần 3 là các chiến lược kiểm chứng phần mềm; phần 4 là các vấn đề nâng cao.","","","","SE104"
"33","SE358","Quản lý dự án phát triển phần mềm","Software Development Project Management","4","3","1","TU_CHON","","True","CNPM","","","","","SE104"
"989","SE117","Kỹ thuật lập trình","Programming Techniques","4","3","1","TU_CHON","","True","CNPM","","","","","IT001"
"34","SE330","Ngôn ngữ lập trình Java","Java Programming Language","4","3","1","TU_CHON","","True","CNPM","Môn học cung cấp các kiến thức cơ bản ngôn ngữ Java, lập trình giao diện với AWT - Abstract Window Toolkit, lập trình đa luồng - Multithreading, lập trình cở sở dữ liệu. Môn học cũng cấp các kiến thức giúp sinh viên làm quen với các công cụ sử dụng trong ngôn ngữ lập trình Java.","","","","IT001
IT002"
"35","SE332","Chuyên đề cơ sở dữ liệu nâng cao","Advanced Database","2","2","0","TU_CHON","","True","CNPM","Môn học cung cấp cho sinh viên những kiến thức bổ sung về cơ sở dữ liệu bao gồm quy trình xây dựng một cơ sở dữ liệu thực tiễn, việc lưu giữ cơ sở dữ liệu trên bộ nhớ ngoài, việc thực hiện và tối ưu các truy vấn, kiểm tra cạnh tranh","","","","IT004"
"36","SE334","Các phương pháp lập trình","Programming Paradigms","3","2","1","TU_CHON","","True","CNPM","Học phần này trình bày các kiến trúc, nền tảng về các phương pháp, kỹ thuật lập trình thường dùng khi thiết kế và xây dựng một chương trình máy tính. Sinh viên được tiếp cận với các các phương pháp, kỹ thuật lập trình như: kỹ thuật lập trình đệ qui, kỹ thuật tối ưu mã chương trình, phương pháp lập trình cấu trúc, lập trình hướng đối tượng, lập trình đa nhiệm, song song. Sinh viên được làm quen với các ngôn ngữ lập trình trong các ví dụ minh họa như: ngôn ngữ C++, Java, các thư viện hỗ trợ trong lập trình song song. Học phần cung cấp các kiến thức cơ bản về cách đặt tên biến, hàm, lớp... trong lập trình cũng như kỹ thuật thiết kế kiến trúc và giao diện chương trình. Học phần là sự kết hợp giữa các bài giảng, thuyết trình, tự nghiên cứu tài liệu và báo cáo đồ án kết thúc môn học. Học phần được chia làm 3 phần: phần 1 giới thiệu các kỹ thuật và các nguyên lý cơ bản của lập trình, phần 2 là giới thiệu cụ thể về các phương pháp và kỹ thuật lập trình như: lập trình đệ qui, lập trình cấu trúc, lập trình hướng đối tượng và lập trình song song, phần 3 giới thiệu kỹ thuật thiết kế kiến trúc và giao diện chương trình","","","","IT001"
"37","SE347","Công nghệ web và ứng dụng","Web Technologies and Applications","4","3","1","TU_CHON","","True","CNPM","Môn học cung cấp cho sinh viên cả lý thuyết lẫn kiến thức cơ bản về công nghệ Web. Môn học giới thiệu một trong những mô hình ứng dụng lập trình trên web giúp sinh viên xây dựng các ứng dụng trên Web.","","SE341","","IT001
IT002
IT004"
"38","SE350","Chuyên đề E-learning","E-Learning","2","2","0","TU_CHON","","True","CNPM","Môn học này trình bày giới thiệu chung về E-Learning, mô hình và công cụ cho E-Learning. Từ đó, hướng dẫn cách xây dựng và triển khai hệ thống E-Learning. Bên cạnh đó, nội dung liên quan đến quyền sở hữu trí tuệ cũng được đề cập.","","","",""
"40","SE343","Công nghệ Portal","Portal Technology","3","3","0","TU_CHON","","True","CNPM","Môn học này trình bày về công nghệ Portal, tìm hiểu và phát triển một hệ thống Portal mã nguồn mở (GateIn); và là học phần tự chọn cho sinh viên công nghệ thông tin trong một học kỳ, thích hợp cho sinh viên có hướng phát triển về xây dựng ứng dụng Web. Học phần được phân làm 2 phần chính: phần 1 là các khái niệm liên quan tới Portal, so sánh các hệ thống Portal hiện có trên thế giới; phần 2 tập trung tìm hiểu sâu về hệ thống GateIn và xây dựng ứng dụng trên hệ thống này","","","","SE347"
"41","SE355","Máy học và các công cụ","Machine Learning and Tools","3","2","1","TU_CHON","","True","CNPM","","","","","IT003"
"42","SE310","Công nghệ .NET",".NET Technology","4","3","1","TU_CHON","","True","CNPM","Học phần này trình bày các kiến trúc, nền tảng về công nghệ .Net, các kỹ năng và phương pháp lập trình hướng đối tượng trong .Net. Ứng dụng tích hợp việc sử dụng công nghệ (C#) và hệ quản trị CSDL trong việc xây dựng một hệ thống quản lý. Ngoài ra học phần còn cung cấp cho sinh viên các hướng tiếp cận chuyên sâu trong xây dựng các ứng dụng bằng công nghệ .Net.","","","","IT008"
"43","SE346","Lập trình trên thiết bị di động","Mobile Device Application Development","4","3","1","TU_CHON","","True","CNPM","Học phần này trình bày các kiến trúc, nền tảng của thiết bị di động, các kỹ năng và các hướng tiếp cận chuyên sâu trong xây dựng các ứng dụng trên thiết bị di động và là học phần tự chọn cho sinh viên công nghệ thông tin trong một học kỳ. Học phần là việc kết hợp giữa các bài giảng, thuyết trình, bài tập nhỏ tại lớp và thực hiện đồ án môn học vào cuối kỳ. Học phần được phân làm 3 phần chính sau: phần 1 là các chuyên đề lập trình trên nền tảng .Net và Window Phone, phần 2 là các chuyên đề lập trình trên nền tảng Android, và phần 3 là các chủ đề tìm hiểu.","","","","IT001
IT008"
"44","SE404","Chuyên đề E-Government","E-Government","2","2","0","TU_CHON","","True","CNPM","Học phần này trình bày về các khái niệm và kiến trúc của Chính phủ điện tử, vai trò và lợi ích của Chính phủ trong việc phát triển kinh tế xã hội. Môn học cung cấp kiến thức về quá trình xây dựng Chính phủ điện tử ở Việt Nam và một số nước trên thế giới cũng như vai trò cốt yếu của công nghệ thông tin nói chung và công nghệ phần mềm nói riêng trong việc xây dựng Chính phủ điện tử.","","","",""
"45","SE331","Chuyên đề E-commerce","E-Commerce","2","2","0","TU_CHON","","True","CNPM","Học phần này trình bày các thức tổng quan về thương mại điện tử, các xu thế phát triển thương mại điện tử hiện tại và trong tương lai, các lĩnh vực ngành nghề phù hợp đặc biệt đối với việc áp dụng thương mại điện tử và giá trị của thương mại điện tử mang lại cho sự phát triển kinh tế, xã hội. Tiếp theo, học phần này sẽ cung cấp các kiến thức về các mô hình thương mại điện tử phù hợp theo từng đối tượng tương tác, các phương thức thanh toán phổ biến được sử dụng trong thương mại điện tử hiện tại và các dịch vụ hỗ trợ thanh toán hiện có trên thị trường và đặc biệt là vấn đề bảo mật trong các giao dịch thương mại điện tử. Tiếp theo, phần trọng tâm của môn học là giới thiệu các công nghệ, kỹ thuật và quy trình phát triển một website thương mại điện tử và các kiến thức, kỹ năng liên quan đến vận hành website thương mại điện tử.","","","","IT004
SE104"
"46","SE313","Một số thuật toán thông minh","Intelligent Algorithms","2","2","0","TU_CHON","","True","CNPM","Môn học trình bày cho sinh viến các kiến thức về thuật toán, và đưa ra các kiến thức về một số thuật toán thông minh hiện nay để giải một số bài toán cơ bản.","","","","IT002
IT003
IT001"
"47","SE352","Phát triển ứng dụng VR","VR App Development","3","2","1","TU_CHON","","True","CNPM","Môn hoc này giúp các sinh viên nắm các khái niệm về ứng dụng VR(Virtual Reality)
và cách xây dụng ứng dụng VR dựa trên Unity 3D. Qua việc học lập trình với VR các
sinh viên có thể phát triển ứng dụng Game, kiến trúc, giả lập..","","","","SE102"
"48","SE109","Phát triển, vận hành, bảo trì phần mềm","Software Development, Deployment and Maintenance","3","3","0","TU_CHON","","True","CNPM","Môn học cung cấp cho sinh viên những kiến thức để giải quyết các vấn đề phát sinh trong quá trình bảo trì, thay đổi phần mềm đặc biệt là các dự án lớn, sao cho việc quản lý, thực thi quá trình bảo trì nâng cấp phần mềm được hiệu quả. Môn học cung cấp các khái niệm cơ bản về bảo trì, nâng cấp phần mềm. Các lý thuyết cơ bản cho các kỹ năng cần thiết để quản lý hiệu quả những thay đổi nhằm mục đích nâng cấp phần mềm theo những thay đổi của yêu cầu thực tế.","","","","SE104"
